Id,Oracle_CRM_External_ID__c,ParentId,Success,Created,Errors,OwnerId,RecordTypeId,FAN_Number__c
001Pl00000aXvNoIAK,41001269,0014X00002lq5PBQAY,true,false,[],0054X00000EnqlnQAB,0120h000000iA7sAAE,41001269
