Id,Oracle_CRM_External_ID__c,ParentId,Success,Created,Errors,OwnerId,RecordTypeId,FAN_Number__c
0014X00002YnrfUQAR,65876899999,0014X00002Ylhw5QAB,true,false,[],0050h00000GgRY9AAN,0120h000000iA7sAAE,65876899999
